z,y,x,time
-0.16311781104709952,0.09458499410152435,-0.04988061384782195,1729477163363035
-0.01837503012418747,0.06260229438543319,-0.031168022332340478,1729477163373036
0.10843229940189048,0.003834463596343994,-0.013844766283407807,1729477163383038
-0.01688334852801636,0.05907996547818183,0.04843026890903711,1729477163393039
-0.04535307168709114,0.0908352861791849,-0.03369498352669179,1729477163403040
0.07264315660754218,0.12305530178248882,-0.06594174100644887,1729477163413043
0.059753298162482676,0.09393909741342067,-0.07137224162258207,1729477163423043
-0.016490531551837922,0.13723463378250597,-0.07037146708220243,1729477163433045
0.0646458194443956,-0.017719781085848808,-0.10325637633502482,1729477163443047
0.02027003182424232,-0.2087806976020336,0.10292129916176199,1729477163453048
-0.08320789657328277,-0.1559860960036516,0.33146548557169736,1729477163463051
-0.03670214771972969,0.042273207584023476,0.021597864628210662,1729477163473052
0.08251578612327576,0.18787877934873104,-0.14607085118889807,1729477163483053
0.024940379989147186,-0.014723521879315376,0.012834785523265599,1729477163493055
-0.10623920980440452,-0.013130115208029746,0.22585677395686507,1729477163503057
0.1390390345896594,-0.005803717842698097,-0.04507292130514979,1729477163513058
0.08544539156807586,0.009007482320070266,-0.2482963501062244,1729477163523060
-0.31562662286162374,0.17674246830642223,0.19696546438485382,1729477163533061
0.08926003621909767,0.2808943321764469,-0.1480205970171839,1729477163543063
0.35202713901996613,-0.057582420396804807,-0.4213222090423107,1729477163553065
-0.08483279436137527,-0.007521627676486968,0.40192273124121125,1729477163563066
-0.19820903470516205,-0.12862170373797416,0.2511184948548674,1729477163573067
0.48606505912039427,-0.03288870864510536,-0.11193163102604448,1729477163583069
0.050700223135016854,0.21871698520481586,-0.27314824809432026,1729477163593071
-0.35207740790247916,0.07475976516902447,0.27619550683572885,1729477163603072
-0.2506278069947846,-0.05310439819991588,0.20726634751632808,1729477163613074
0.6489911469876766,-0.21508242809474468,-0.17196889722906053,1729477163623075
-0.22198150342609732,0.16703297519683838,-0.05730228828117251,1729477163633077
-0.40080662322547284,0.134711252784729,0.1516457287117839,1729477163643079
0.2965244475066662,-0.12895195860564707,-0.12649389792904256,1729477163653080
0.1584183281192556,0.07861702511906624,-0.04319024936370551,1729477163663082
-0.20982465369701384,0.07440671394765376,0.016826704703643915,1729477163673083
-0.16433248406648635,0.09247136294841765,0.10125599629804491,1729477163683085
0.4820809213876724,-0.19148820201754568,-0.061400078988820314,1729477163693087
-0.23660393955111503,0.11581190652549266,0.03142937668226659,1729477163703088
-0.26284078909158703,0.175209851911664,0.023100670406594873,1729477163713090
0.2142962096204981,-0.02753741074502468,-0.17069398192241786,1729477163723091
0.23106964976694433,-0.04338905987143516,0.07961056620106101,1729477163733093
-0.2595861894761212,0.0029448212802410125,0.10544380337670445,1729477163743094
-0.2318950312077999,0.1544967342287302,-0.057280222579836844,1729477163753096
0.38307222909238187,-0.04792553425729274,-0.16895546769201755,1729477163763098
-0.019395623609889296,0.0485503881573677,0.13122633327841757,1729477163773099
-0.19586161306248975,0.03355973977446556,0.0949715092010796,1729477163783101
0.03966682447791099,0.06765256351232528,-0.09070128453597426,1729477163793102
0.22150928280446677,0.003326514074206352,-0.09366400679908693,1729477163803104
-0.06424710245039314,0.05341244123578071,0.13396437994018195,1729477163813105
-0.09481763381361961,0.0929009865373373,-0.0005400251608341932,1729477163823107
0.23515315622091293,0.016602759754657744,-0.18631869042515753,1729477163833108
-0.044216742867231366,0.079285133638978,0.014272490176185964,1729477163843110
-0.053676681662537154,0.015227964270114898,0.10414265765026211,1729477163853112
0.07895955494642257,0.07012859823703765,-0.06089665951132774,1729477163863113
0.19178634471390396,0.03275660669803619,-0.12871003960855304,1729477163873115
-0.12693594260811805,0.08794833256602287,0.03328647579103708,1729477163883116
-0.029209727871417998,0.03512625843882561,0.06782770088352262,1729477163893118
0.21853523542974143,-0.03293839300572872,-0.08889262767881155,1729477163903118
-0.009489091824553906,0.08557926534712314,-0.002249678622931242,1729477163913120
-0.09652794486284255,0.05594517458379268,0.04769442891515791,1729477163923122
0.02969135564221069,0.04622925173342227,-0.0027267946153879162,1729477163933123
0.1713887957861647,0.00824877290725708,-0.06724244834147393,1729477163943125
-0.14602058230638504,0.09024141193926334,-0.017414295333251357,1729477163953126
-0.05676060088621452,0.05419453152418136,0.01181830195710063,1729477163963128
0.13902619337439537,-0.0188180977165699,-0.03932685193382204,1729477163973129
0.017409399962425232,0.029672669208049774,0.025385493408143518,1729477163983131
-0.11907879936695098,0.06767945151925087,-0.008628419874608516,1729477163993133
0.0005342895397916436,0.07263502810001372,-0.045099005594477055,1729477164003134
0.15034019907116888,-0.030296938586235046,-0.03133161539621651,1729477164013136
-0.06874328135848044,0.04929857617616653,0.09443316454067825,1729477164023137
-0.10285831692814826,0.019680267503857613,-0.029718846437335012,1729477164033139
0.037198973059654236,-0.003653261810541153,-0.030777488644793627,1729477164043140
-0.030592706662416456,-0.021764088040590285,0.04088971733637154,1729477164053142
-0.1132569613456726,0.029995909813046454,0.05872084984220564,1729477164063144
-0.04077042007194832,0.06709960580468177,-0.026718568642809984,1729477164073145
0.07341941994335502,0.0036596915513277053,-0.021567980946600437,1729477164083147
-0.04413609711276367,0.02637888835966587,0.07468721138946711,1729477164093148
-0.01853869625329971,0.028464462462067602,0.047993119600787754,1729477164103150
0.05084405205249786,0.06032616614699363,-0.042791167043521997,1729477164113151
0.03297753770602867,0.04206570231318474,-0.02837897613570094,1729477164123153
-0.03722936819791794,0.04039572327435016,0.05186038948819041,1729477164133154
0.013223054188489913,0.03095803284347057,-0.006531812921538949,1729477164143156
0.07855035309102386,0.0462239910364151,-0.0788747262071818,1729477164153158
-0.039954372715018685,0.08482055593430995,-0.03056289604604244,1729477164163159
-0.005277063620090484,0.0486070867806673,-0.007263342066481709,1729477164173161
0.08962828500960021,0.04801321254074573,-0.030228622590377924,1729477164183162
0.0581190480241552,0.0638829818457365,-0.04523534532524645,1729477164193164
-0.007305354577302932,0.11311492252647876,-0.03322597777545452,1729477164203165
0.02235799881312996,-0.002528641694784164,-0.046229470929130906,1729477164213167
0.07282090606093407,0.02455810267329216,0.04228453269563615,1729477164223169
-0.04201426438689232,0.08592179517447948,-0.049502208989486096,1729477164233170
0.07238134559988975,0.09298048151433468,-0.06745594496168196,1729477164243172
0.007523929231427609,0.026261983981728552,-0.0030891981869935986,1729477164253173
0.009201543587446213,-0.024753332984447478,0.10460326089933514,1729477164263175
-0.07562078417884185,0.08029518746435642,-0.00947846083268523,1729477164273176
0.08636427824497223,0.07584697588384151,-0.12086341776140033,1729477164283178
0.013932627229951321,0.057307110586762425,-0.02275258762128651,1729477164293180
-0.02064301158878952,0.008542787417769431,0.09843385154940187,1729477164303181
0.003519954287074506,-0.034248306560516355,-0.010754983574524521,1729477164313183
0.0031715975071303546,-0.013134206861257552,0.011458528733998536,1729477164323184
