dBFS,time
-28.637521743774414,1729476628893000
-27.832853317260742,1729476629003000
-24.41995620727539,1729476629104000
-25.9271183013916,1729476629204000
-25.94683074951172,1729476629321999
-24.0020809173584,1729476629422000
-25.96425437927246,1729476629521999
-22.19908905029297,1729476629638000
-23.34344482421875,1729476629737999
-25.664491653442383,1729476629838000
-22.258800506591797,1729476629937999
-23.675260543823242,1729476630038000
-23.944782257080078,1729476630137999
-19.18830108642578,1729476630239000
-20.675983428955078,1729476630337999
-22.718385696411133,1729476630439000
-23.303747177124023,1729476630539000
-24.830196380615234,1729476630639000
-22.786624908447266,1729476630739000
-20.908832550048828,1729476630839000
-22.793596267700195,1729476630939000
-24.20570182800293,1729476631039000
-25.79783821105957,1729476631139000
-24.707836151123047,1729476631239000
-25.586109161376953,1729476631339000
-24.66690444946289,1729476631456000
-24.541696548461914,1729476631556000
-18.222646713256836,1729476631656000
-20.446231842041016,1729476631756000
-22.720369338989258,1729476631863000
-24.43048667907715,1729476631973000
-22.647315979003906,1729476632073000
-13.816178321838379,1729476632173000
-16.284542083740234,1729476632273000
-18.61570930480957,1729476632374000
-20.48508644104004,1729476632473999
-22.45547866821289,1729476632573000
-17.30421257019043,1729476632673999
-15.324840545654297,1729476632774000
-17.28788948059082,1729476632873999
-14.905917167663574,1729476632974000
-16.636398315429688,1729476633073999
-11.873774528503418,1729476633175000
-7.308419227600098,1729476633291000
-9.944184303283691,1729476633391000
-12.314148902893066,1729476633491000
-15.655000686645508,1729476633591000
-14.653493881225586,1729476633691000
-18.364866256713867,1729476633791000
-20.704715728759766,1729476633908000
-20.686054229736328,1729476634008000
-18.345441818237305,1729476634108000
-18.311744689941406,1729476634208000
-19.67461395263672,1729476634308000
-17.103496551513672,1729476634408000
-18.535493850708008,1729476634509000
-21.319623947143555,1729476634625000
-23.223283767700195,1729476634725000
-22.888824462890625,1729476634825000
-25.362581253051758,1729476634925000
-21.76618766784668,1729476635025999
-19.877321243286133,1729476635126000
-21.966663360595703,1729476635225000
-20.48624610900879,1729476635326000
-15.79241943359375,1729476635425999
-18.272937774658203,1729476635526000
-19.998714447021484,1729476635625999
-22.23125457763672,1729476635726000
-20.234493255615234,1729476635825999
-21.800081253051758,1729476635926000
-22.13589859008789,1729476636025999
-20.67413902282715,1729476636126000
-20.03868865966797,1729476636243000
-22.71146583557129,1729476636344000
-20.608272552490234,1729476636460000
-15.120270729064941,1729476636560000
-16.565584182739258,1729476636660000
-19.444015502929688,1729476636760000
-21.656658172607422,1729476636860000
-23.55605697631836,1729476636960000
-21.886140823364258,1729476637061000
-18.762794494628906,1729476637161000
-20.43610191345215,1729476637261000
-19.108692169189453,1729476637361000
-19.615938186645508,1729476637461000
-15.818750381469727,1729476637561000
-18.7905216217041,1729476637661000
-20.613821029663086,1729476637761000
-19.514326095581055,1729476637861000
-21.32274055480957,1729476637961000
-20.06879425048828,1729476638067000
-21.830066680908203,1729476638177999
-23.148311614990234,1729476638278000
-21.036691665649414,1729476638377999
-23.068618774414062,1729476638478000
-20.93419647216797,1729476638577999
-21.360036849975586,1729476638681000
-23.117063522338867,1729476638777999
-21.563373565673828,1729476638879000
-18.683887481689453,1729476638977999
-19.484540939331055,1729476639079000
-16.65669822692871,1729476639179000
-19.04405403137207,1729476639278000
-18.165449142456055,1729476639379000
-20.25484275817871,1729476639479000
-21.257211685180664,1729476639579000
-15.529508590698242,1729476639679000
-17.501998901367188,1729476639779000
-18.899639129638672,1729476639879000
-19.119762420654297,1729476639979000
-18.017614364624023,1729476640080000
-15.460474967956543,1729476640180000
-17.757221221923828,1729476640280000
-20.36820411682129,1729476640380000
-21.29220199584961,1729476640480000
-19.738431930541992,1729476640580000
-20.204967498779297,1729476640680000
-17.69981575012207,1729476640780000
-14.704498291015625,1729476640880000
-16.809974670410156,1729476640980000
-19.382661819458008,1729476641080000
-17.842090606689453,1729476641181000
-20.201602935791016,1729476641281000
-11.993059158325195,1729476641397000
-14.358262062072754,1729476641497000
-17.448320388793945,1729476641597000
-15.38818645477295,1729476641697000
-12.176202774047852,1729476641798000
-13.168072700500488,1729476641897999
-14.718448638916016,1729476641998000
-16.533376693725586,1729476642105999
-12.158195495605469,1729476642215000
-15.13625431060791,1729476642331000
-16.81820297241211,1729476642431000
-7.60518741607666,1729476642532000
-8.57909107208252,1729476642632000
-7.484638690948486,1729476642732000
-9.91391372680664,1729476642832000
-12.54430103302002,1729476642932000
-15.270011901855469,1729476643032000
-13.758766174316406,1729476643132000
-15.880367279052734,1729476643238000
-15.188741683959961,1729476643349000
-11.587967872619629,1729476643449000
-12.418707847595215,1729476643549000
-9.925204277038574,1729476643649000
-11.523853302001953,1729476643749000
-15.166131019592285,1729476643849000
-16.068082809448242,1729476643949000
-15.836503982543945,1729476644049999
-15.967164993286133,1729476644150000
-17.557153701782227,1729476644249000
-12.135200500488281,1729476644350000
-11.220047950744629,1729476644449999
-12.580056190490723,1729476644550000
-14.158238410949707,1729476644649999
-12.319223403930664,1729476644750000
-13.78513240814209,1729476644849999
-12.906041145324707,1729476644950000
-5.734904766082764,1729476645049999
-8.777503967285156,1729476645150000
-11.319496154785156,1729476645249999
-8.786139488220215,1729476645350000
-9.949411392211914,1729476645451000
-2.4492971897125244,1729476645551000
-4.7967448234558105,1729476645667000
-5.3130717277526855,1729476645767000
-4.742419719696045,1729476645868000
-4.709205150604248,1729476645984000
-6.176673412322998,1729476646084000
-5.068892478942871,1729476646185000
-7.4402360916137695,1729476646285000
-9.389973640441895,1729476646385000
-9.1394681930542,1729476646501000
-10.475227355957031,1729476646601000
-12.616463661193848,1729476646702000
-9.715835571289062,1729476646801999
-6.625402450561523,1729476646902000
-8.934799194335938,1729476647017999
-8.399161338806152,1729476647119000
-7.8666791915893555,1729476647219000
-8.815483093261719,1729476647319000
-9.15274715423584,1729476647419000
-11.38399600982666,1729476647519000
-13.329846382141113,1729476647619000
-11.952067375183105,1729476647719000
-13.582784652709961,1729476647819000
-14.471076011657715,1729476647919000
-11.17789077758789,1729476648019000
-13.262662887573242,1729476648119000
-15.054219245910645,1729476648220000
-13.044981956481934,1729476648320000
-8.888343811035156,1729476648420000
-6.395940780639648,1729476648520000
-2.9219954013824463,1729476648636000
-5.0808024406433105,1729476648736000
-7.827435493469238,1729476648837000
-1.5867053270339966,1729476648937000
-3.280900478363037,1729476649037000
-4.46259880065918,1729476649153000
-1.6402640342712402,1729476649254000
-4.154453277587891,1729476649353999
-3.165626049041748,1729476649454000
-1.7583369016647339,1729476649553999
-2.951998233795166,1729476649654000
-3.8760950565338135,1729476649753999
-1.2960301637649536,1729476649854000
-2.6859683990478516,1729476649953999
-4.123086929321289,1729476650054000
-6.117459774017334,1729476650153999
-1.8886016607284546,1729476650254000
-3.681807041168213,1729476650355000
-6.119370460510254,1729476650454000
-7.759254455566406,1729476650555000
-7.730098724365234,1729476650655000
-3.674126386642456,1729476650755000
-6.2613654136657715,1729476650871000
-9.16368293762207,1729476650971000
-10.744029998779297,1729476651072000
-10.210091590881348,1729476651172000
-4.8925933837890625,1729476651289000
-8.812539100646973,1729476651389000
-10.39254379272461,1729476651488000
-13.012383460998535,1729476651589000
-15.564428329467773,1729476651705000
-18.108299255371094,1729476651806000
-16.493972778320312,1729476651905000
-11.855317115783691,1729476652006000
-14.521695137023926,1729476652105999
-16.954641342163086,1729476652206000
-16.001209259033203,1729476652305999
-13.383747100830078,1729476652406000
