dBFS,time
-17.067180633544922,1729476686236000
-14.178333282470703,1729476686344000
-15.834786415100098,1729476686444000
-14.54489803314209,1729476686545000
-11.000975608825684,1729476686645000
-8.636609077453613,1729476686761000
-11.407099723815918,1729476686861000
-13.492016792297363,1729476686961000
-7.6662492752075195,1729476687061000
-10.168445587158203,1729476687161999
-11.996414184570312,1729476687261000
-5.898930549621582,1729476687361999
-6.673316478729248,1729476687462000
-10.598404884338379,1729476687561999
-12.565958976745605,1729476687662000
-15.116728782653809,1729476687761999
-8.914822578430176,1729476687862000
-11.961573600769043,1729476687961999
-14.37763500213623,1729476688062000
-16.574951171875,1729476688161999
-15.094460487365723,1729476688262000
-16.597116470336914,1729476688361999
-10.082584381103516,1729476688462000
-9.026844024658203,1729476688563000
-8.676380157470703,1729476688663000
-10.041959762573242,1729476688763000
-10.571731567382812,1729476688863000
-8.725927352905273,1729476688963000
-11.74605941772461,1729476689063000
-10.981354713439941,1729476689163000
-6.788514137268066,1729476689263000
-7.79849100112915,1729476689363000
-9.331565856933594,1729476689463000
-6.984913349151611,1729476689563000
-5.829555511474609,1729476689663000
-5.426082611083984,1729476689763000
-2.115422010421753,1729476689863000
-4.75759220123291,1729476689964000
-5.918031215667725,1729476690064000
-8.762121200561523,1729476690164000
-11.370261192321777,1729476690264000
-8.414615631103516,1729476690364000
-11.316113471984863,1729476690464000
-12.524911880493164,1729476690564000
-8.431533813476562,1729476690664000
-11.67081356048584,1729476690764000
-13.632749557495117,1729476690864000
-15.146799087524414,1729476690964000
-17.606412887573242,1729476691065000
-14.489362716674805,1729476691165000
-17.176597595214844,1729476691265000
-18.24555015563965,1729476691365000
-6.423767566680908,1729476691465000
-5.692625045776367,1729476691565000
-8.463943481445312,1729476691665000
-9.829601287841797,1729476691765000
-12.282265663146973,1729476691865000
-13.537734985351562,1729476691965000
-10.787364959716797,1729476692065000
-3.759754180908203,1729476692165000
-5.1389312744140625,1729476692265000
-4.774137496948242,1729476692366000
-6.967397689819336,1729476692465999
-9.23955249786377,1729476692566000
-6.916598796844482,1729476692665999
-3.288788318634033,1729476692766000
-5.782242298126221,1729476692865999
-9.664567947387695,1729476692966000
-11.864906311035156,1729476693065999
-9.778419494628906,1729476693166000
-9.144390106201172,1729476693265999
-11.634011268615723,1729476693366000
-14.029252052307129,1729476693467000
-10.30152416229248,1729476693566000
-9.205891609191895,1729476693667000
-10.034635543823242,1729476693783000
-11.93115234375,1729476693883000
-14.906939506530762,1729476693984000
-12.7296142578125,1729476694084000
-7.435290813446045,1729476694184000
-2.768465042114258,1729476694284000
-5.907050132751465,1729476694389000
-8.879560470581055,1729476694501000
-12.38663101196289,1729476694601000
-14.64017105102539,1729476694701000
-5.928257942199707,1729476694801000
-4.642805099487305,1729476694901000
-6.589621543884277,1729476695001000
-5.988916397094727,1729476695101000
-4.9259185791015625,1729476695201000
-5.56103515625,1729476695301000
-4.7997212409973145,1729476695401000
-6.069439888000488,1729476695501000
-7.782466411590576,1729476695601999
-9.671878814697266,1729476695702000
-12.538565635681152,1729476695817999
-9.698969841003418,1729476695918000
-11.991862297058105,1729476696017999
-8.843825340270996,1729476696119000
-9.376776695251465,1729476696235000
-11.913585662841797,1729476696335000
-12.023566246032715,1729476696435000
-14.37498664855957,1729476696536000
-9.5556001663208,1729476696636000
-11.9257173538208,1729476696752000
-13.23592472076416,1729476696852000
-8.430014610290527,1729476696952000
-10.300458908081055,1729476697052000
-12.881160736083984,1729476697152000
-11.830789566040039,1729476697252000
-14.00821304321289,1729476697352000
-8.277013778686523,1729476697453000
-6.779596328735352,1729476697553000
-8.70135498046875,1729476697653000
-10.03444766998291,1729476697753000
-7.304392337799072,1729476697853000
-9.891209602355957,1729476697953000
-8.28252124786377,1729476698054000
-9.172155380249023,1729476698153000
-9.613462448120117,1729476698254000
-11.644890785217285,1729476698353999
-7.496155261993408,1729476698470000
-4.850454807281494,1729476698571000
-7.799905776977539,1729476698671000
-5.0464091300964355,1729476698771000
-7.573405742645264,1729476698871000
-7.5696282386779785,1729476698971000
-8.856258392333984,1729476699071000
-10.476231575012207,1729476699171000
-2.371488094329834,1729476699271000
-5.594300270080566,1729476699371000
-7.2995686531066895,1729476699471000
-8.551657676696777,1729476699571000
-7.635119438171387,1729476699671000
-8.901561737060547,1729476699771000
-7.751113414764404,1729476699872000
-6.843463897705078,1729476699972000
-8.751276016235352,1729476700072000
-10.30663776397705,1729476700172000
-8.729657173156738,1729476700272000
-11.569573402404785,1729476700372000
-13.943207740783691,1729476700472000
-14.185347557067871,1729476700572000
-16.029155731201172,1729476700672000
-14.1627197265625,1729476700772000
-15.444355010986328,1729476700872000
-16.40791130065918,1729476700972000
-18.277883529663086,1729476701073000
-18.27762794494629,1729476701173000
-15.5330810546875,1729476701273000
-17.43427848815918,1729476701373000
-14.033760070800781,1729476701473000
-14.35574722290039,1729476701573000
-16.7005558013916,1729476701673000
-15.345176696777344,1729476701773000
-16.681175231933594,1729476701873000
-15.941996574401855,1729476701973000
-16.185897827148438,1729476702073999
-17.04987144470215,1729476702174000
-17.921031951904297,1729476702273999
-16.71560287475586,1729476702374000
-15.361422538757324,1729476702473999
-17.623966217041016,1729476702574000
-15.29687786102295,1729476702673999
-13.064309120178223,1729476702774000
-15.776359558105469,1729476702873999
-18.818944931030273,1729476702975000
-20.927631378173828,1729476703073999
-17.268259048461914,1729476703188000
-17.52475929260254,1729476703291000
-13.137660026550293,1729476703391000
-15.884313583374023,1729476703491000
-17.75642967224121,1729476703591000
-16.52550506591797,1729476703697999
-18.383047103881836,1729476703808000
-15.195294380187988,1729476703908000
-16.9178466796875,1729476704008000
-16.773012161254883,1729476704109000
-19.94559669494629,1729476708245000
-18.02320671081543,1729476708361999
-19.12094497680664,1729476708462000
-16.01892852783203,1729476708561999
-17.255069732666016,1729476708661000
-18.732685089111328,1729476708761999
-17.29450225830078,1729476708865999
-13.819175720214844,1729476708979000
-12.466560363769531,1729476709079000
-14.550837516784668,1729476709196000
-17.007366180419922,1729476709296000
-13.357511520385742,1729476709396000
-15.300865173339844,1729476709496000
-14.388303756713867,1729476709596000
-16.580411911010742,1729476709696000
-17.885360717773438,1729476709796000
-17.642871856689453,1729476709902000
-16.134380340576172,1729476710013000
-18.21135711669922,1729476710113000
-19.484539031982422,1729476710217000
-20.79224967956543,1729476710329999
-17.89876937866211,1729476710447000
-16.128877639770508,1729476710547000
-16.97760009765625,1729476710647000
-16.849899291992188,1729476710747000
-15.025588989257812,1729476710847000
-16.93736457824707,1729476710947000
-16.870037078857422,1729476711047000
-16.6032772064209,1729476711147000
-15.916790962219238,1729476711247000
-17.376646041870117,1729476711347000
-15.696325302124023,1729476711447000
-13.552435874938965,1729476711547000
-15.423786163330078,1729476711648000
-16.779489517211914,1729476711748000
-14.026824951171875,1729476711848000
-14.797804832458496,1729476711948000
-16.20721435546875,1729476712048000
-15.697707176208496,1729476712165000
-18.209253311157227,1729476712265000
-14.914336204528809,1729476712365000
-16.74972915649414,1729476712465000
-16.21769905090332,1729476712565000
-18.054670333862305,1729476712665000
-14.962946891784668,1729476712765000
-14.13451862335205,1729476712865000
-13.931649208068848,1729476712966000
-13.360190391540527,1729476713065999
-15.343145370483398,1729476713166000
-15.473861694335938,1729476713265999
-16.591171264648438,1729476713366000
-11.297810554504395,1729476713465999
-13.891008377075195,1729476713566000
-16.06214714050293,1729476713665999
-17.873210906982422,1729476713766000
-17.983104705810547,1729476713865999
-16.496002197265625,1729476713966000
-18.094512939453125,1729476714065999
-15.271817207336426,1729476714166000
-17.12221336364746,1729476714265999
-16.157325744628906,1729476714367000
-17.63912582397461,1729476714467000
-15.870917320251465,1729476714567000
-15.647647857666016,1729476714667000
-14.63711166381836,1729476714767000
-12.513436317443848,1729476714867000
-14.476566314697266,1729476714983000
-16.291019439697266,1729476715084000
-17.524396896362305,1729476715184000
-12.84038257598877,1729476715284000
-13.902216911315918,1729476715384000
-14.054845809936523,1729476715485000
-14.944091796875,1729476715601000
-14.406079292297363,1729476715701000
-11.486084938049316,1729476715801000
-13.262825012207031,1729476715901000
-14.765172004699707,1729476716001000
-17.25817108154297,1729476716105000
-17.690961837768555,1729476716217999
-16.744321823120117,1729476716318000
-17.75156593322754,1729476716417999
-18.125211715698242,1729476716518000
-19.367238998413086,1729476716617999
-11.274039268493652,1729476716718000
-13.333170890808105,1729476716819000
-12.354467391967773,1729476716919000
-10.673702239990234,1729476717019000
-14.274171829223633,1729476717119000
-15.230791091918945,1729476717219000
-16.684123992919922,1729476717319000
-15.923941612243652,1729476717419000
-15.778871536254883,1729476717519000
-17.416622161865234,1729476717619000
-18.455121994018555,1729476717719000
-16.92165184020996,1729476717819000
-13.739885330200195,1729476717919000
-10.18425178527832,1729476718019000
-11.950067520141602,1729476718120000
-13.053321838378906,1729476718220000
-15.15570068359375,1729476718321000
-17.601673126220703,1729476718437000
-15.695956230163574,1729476718537000
-14.283159255981445,1729476718637000
-7.999207973480225,1729476718737000
-11.042025566101074,1729476718837000
-13.884526252746582,1729476718937000
-12.9374418258667,1729476719037000
-12.232351303100586,1729476719137000
-11.810928344726562,1729476719237000
-10.306182861328125,1729476719353999
-11.978046417236328,1729476719454000
-12.253461837768555,1729476719553999
-12.633562088012695,1729476719654000
-15.29642391204834,1729476719771000
-13.675600051879883,1729476719871000
-12.670804023742676,1729476719971000
-11.09615707397461,1729476720071000
