altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed,time
42.407192709855735,-1,-1,35.66054531983253,6.984333517961204,-1,25.881816026961804,7.777394915163135,139.79668245056052,-1,1729476425320385
42.407192709855735,-1,-1,35.66054531983253,6.984333517961204,-1,25.881816026961804,7.777394915163135,139.79668245056052,-1,1729476465882527
40.415907536938626,-1,-1,35.66053493905914,4.993048345044095,-1,25.226682627198844,30.00001025118711,139.7964588582105,-1,1729476467714145
40.54485751068668,-1,-1,35.66049947690013,5.121998318792151,-1,22.57677466509613,30.00000164018994,139.79644209249105,-1,1729476468981998
41.72417812149548,0.39639365673065186,-1,35.66053233775023,6.301318929600946,-1,8.468830431254135,3,139.79662256466472,0,1729476470152352
41.72417812149548,0.2821148633956909,-1,35.66053380375012,6.301318929600946,-1,7.223669795951136,3,139.7966306159533,0,1729476471152334
41.72417812149548,0.22293128073215485,-1,35.660535366950086,6.301318929600946,-1,5.59876829529672,3,139.79663920106577,0,1729476472997300
41.72417812149548,0.204300656914711,-1,35.66053576554074,6.301318929600946,-1,5.617910495633576,3,139.7966413901304,0,1729476473997281
41.72417812149548,0.20845060050487518,-1,35.66053544540195,6.301318929600946,-1,5.248310966180526,3,139.7966370147713,0,1729476474999566
41.72417812149548,0.20241336524486542,-1,35.66053592742071,6.301318929600946,-1,4.658806935880365,3,139.7966402169445,0,1729476475999579
41.72417812149548,0.2111264169216156,-1,35.66053619868604,6.301318929600946,-1,4.291594313727177,3,139.79664201902898,0,1729476476999560
41.72417812149548,0.196533203125,-1,35.66053642287156,6.301318929600946,-1,3.9625133266496912,3,139.79664350835037,0,1729476477999571
41.72417812149548,0.18908129632472992,-1,35.66053654782556,6.301318929600946,-1,3.766641400338338,3,139.79664433845159,0,1729476478999581
41.72417812149548,0.2057415246963501,-1,35.66053667687938,6.301318929600946,-1,3.553023420472825,3,139.79664519578893,0,1729476479999561
41.72417812149548,0.19871562719345093,-1,35.66053668943663,6.301318929600946,-1,3.2941806400919678,3,139.79664556206617,0,1729476480999572
41.72417814005166,0.3080157138848601,-1,35.66053702384575,6.301318948157132,-1,2.706696472303178,3.5213234252432466,139.79664769173314,0,1729476481999584
37.29643888399005,0.7185619110417696,-1,35.660536445629454,1.8735796920955181,-1,2.659146024032203,11.125564663434165,139.7966505632804,0.03688345104455948,1729476482999566
37.25948659423739,0.7185619110417696,-1,35.660536473190945,1.836627402342856,-1,2.659129851691721,12.712722988998188,139.79665048781544,0.05970624089241028,1729476483999577
37.24240848328918,0.7185619110417696,-1,35.66053558747422,1.819549291394651,-1,3.4762062973564656,12.518474023068414,139.79665473518773,0.03271089866757393,1729476484999588
37.19943670742214,0.7185619110417696,-1,35.66052149128573,1.776577515527606,-1,13.743400060788703,12.749565605223934,139.7967070692666,0.01024628710001707,1729476486999576
39.65814924892038,1.0349599820435917,74.88132484301462,35.660257153252594,4.23529005702585,142.45261372698798,13.469084560230458,3.9324214115222316,139.7969082381819,1.1191329157716952,1729476519998989
39.735437674447894,1.0334355840063991,73.91582134215372,35.6602495712807,4.312578482553363,142.1257317427244,13.36763574927992,3.8010784610034904,139.7969137449972,1.1305183468597069,1729476520998970
39.71604119427502,1.2622957873847516,90.766103571263,35.66024295965983,4.29318200238049,141.78361311466944,13.441229213356808,3.481647810663589,139.79692235866108,1.1264456105103051,1729476521998952
39.75556661840528,1.1556616349709539,83.23522269252692,35.660236242537444,4.332707426510751,141.788595274727,13.512314127637163,3.4695090786309857,139.79693200108582,1.1225541576803881,1729476522998933
39.466936144046485,1.264902940684593,90.79024135131043,35.66023408392664,4.044076952151954,143.80502467512196,13.57567271037922,3.3971837762217474,139.79693842400803,1.1040641208382003,1729476523998914
39.60661150421947,1.155081246960225,83.39159414329481,35.660225336786574,4.183752312324941,142.1896783588429,13.635140296360653,3.433715450433535,139.79694610580256,1.1217501744067968,1729476524998895
39.7407699842006,1.263010700185812,92.07934714071926,35.66018974266768,4.317910792306066,140.06197762459823,14.245954576980807,3.5108616305172577,139.79705726127767,1.1113895191710172,1729476529998802
39.81922912597656,1.1550969573050114,82.30602330080035,35.66017468035409,4.396369934082031,141.39898796514174,14.245954578924206,3.5128234209010767,139.79706941929396,1.1371290701191141,1729476530998783
39.77662035636604,1.033595273885806,74.04381697039769,35.66016317242472,4.353761164471507,141.7348031552227,14.245954581184787,3.4880655553982263,139.7970730059758,1.1308818332513857,1729476531998764
39.88265842292458,1.26524807252521,92.79051483388697,35.66015284798429,4.459799231030047,140.24387052294318,14.245954585236468,3.2948881800780505,139.7970752540687,1.102204942774153,1729476532998745
39.80891532730311,1.1549645920258527,84.36003244405633,35.66014173707838,4.38605613540858,141.13003594051378,14.245954585107095,3.3183620067724933,139.79707896072503,1.1088226987022507,1729476533998727
39.88548703864217,1.0332285901949005,74.56283314543873,35.660130690397175,4.462627846747637,139.3339436218087,14.245954584891296,3.3224472183405,139.79708446744672,1.1207191645773003,1729476534998708
39.88611877337098,1.039282649335943,75.03773679682071,35.66013010377921,4.46325958147645,138.98648983948854,13.380297548689203,3.4033949741084664,139.7970108779033,1.1218149513567226,1729476535998689
39.97066164948046,1.2605248802893183,90.40383697250468,35.660126242988106,4.547802457585931,139.34234618057218,13.452942932427074,3.253218220226542,139.79701996244697,1.1269356236015982,1729476536998670
39.91165663860738,1.0331294351812086,74.53688386156757,35.660083368720585,4.4887974467128515,140.92750544920844,13.506152924129301,3.578600241676493,139.79706432638005,1.1230371630392606,1729476541998577
40.00435835309327,1.155321972962354,84.00916496726376,35.660075066218134,4.581499161198735,141.4172503605136,13.650341538484891,3.4098078417487825,139.79707483794655,1.1124638735055223,1729476542998558
40.05335778556764,1.268111474811527,91.46537190658759,35.66006983908481,4.63049859367311,140.9658832049997,13.6027145347872,3.357306399093113,139.7970882730014,1.1218998699595586,1729476543998540
40.00564136356115,1.1550351736382065,83.95725336797236,35.660040966136755,4.582782171666622,140.6044877242798,13.258817370066952,3.3226898794153907,139.7971173500626,1.1147378066177116,1729476551998389
40.07714808639139,1.155193478093872,81.78225264863934,35.66003105325151,4.654288894496858,140.98107691218357,13.343465414111463,3.3308890249282723,139.79713108590371,1.141886503065117,1729476552998371
40.02182007115334,1.1551161547823952,93.01552639038502,35.66000514765949,4.5989608792588115,141.79738183114048,14.24595456951032,3.3279417102925937,139.7972270872357,1.0060921363897892,1729476553998352
39.953986001200974,1.1550807437745125,134.8864258562616,35.66000054590504,4.531126809306443,142.31801681199428,14.245954577536843,3.2689433496579583,139.7972315980714,0.6924721670713366,1729476554998333
39.93841750640422,1.1567266140698143,180,35.659996984327684,4.51555831450969,137.43094264595524,14.24595458263541,3.2296457059448302,139.79723691817165,0.4804219973473228,1729476555998315
39.968408460728824,1.1531228802617621,-1,35.65999485851635,4.545549268834293,-1,14.245954590575272,3.1992936896896746,139.7972370306657,0.29947569360018866,1729476556998296
39.97603396233171,0.7185619110417696,-1,35.659995486087986,4.553174770437181,-1,14.24595459057527,3.259216947644529,139.79723669346592,0,1729476557998277
