dBFS,time
-12.991020202636719,1729477646070000
-7.1854248046875,1729477646177000
-7.249876499176025,1729477646278000
-8.930706024169922,1729477646377999
-4.830181121826172,1729477646478000
-5.8008832931518555,1729477646577999
-8.629876136779785,1729477646678000
-7.635396480560303,1729477646777999
-10.099586486816406,1729477646879000
-11.442154884338379,1729477646995000
-6.306896686553955,1729477647095000
-9.360343933105469,1729477647195000
-12.558768272399902,1729477647295000
-13.546217918395996,1729477647396000
-8.508943557739258,1729477647512000
-5.357781887054443,1729477647612000
-6.652510643005371,1729477647713000
-9.188874244689941,1729477647813000
-2.840222120285034,1729477647934000
-4.61304235458374,1729477648030000
-5.817508220672607,1729477648129000
-7.6412672996521,1729477648229000
-3.4717531204223633,1729477648329000
-6.1145782470703125,1729477648430000
-8.344252586364746,1729477648529999
-11.558246612548828,1729477648630000
-5.817760467529297,1729477648729999
-4.335488319396973,1729477648830000
-4.499144077301025,1729477648929999
-4.370842456817627,1729477649030000
-5.618521213531494,1729477649129999
-2.728447675704956,1729477649230000
-5.333009243011475,1729477649329999
-8.21723747253418,1729477649430000
-11.051044464111328,1729477649529999
-8.795683860778809,1729477649631000
-11.52046012878418,1729477649747000
-13.303316116333008,1729477649847000
-13.62375259399414,1729477649947000
-2.0785722732543945,1729477650048000
-4.709760665893555,1729477650164000
-2.7015645503997803,1729477650264000
-4.786904811859131,1729477650364000
-8.369847297668457,1729477650465000
-8.103598594665527,1729477650565000
-10.00156307220459,1729477650681000
-8.586417198181152,1729477650781000
-8.408514022827148,1729477650881999
-8.112317085266113,1729477650998000
-10.198033332824707,1729477651099000
-12.541717529296875,1729477651199000
-12.100485801696777,1729477651301000
-8.284330368041992,1729477651399000
-11.423068046569824,1729477651499000
-14.609620094299316,1729477651599000
-18.080318450927734,1729477651699000
-21.205127716064453,1729477651799000
-21.718425750732422,1729477651899000
-13.984407424926758,1729477652005000
-13.809879302978516,1729477652116000
-14.521888732910156,1729477652216000
-11.583794593811035,1729477652316000
-12.565322875976562,1729477652416000
-14.720599174499512,1729477652516000
-12.199545860290527,1729477652616000
-15.944174766540527,1729477652716000
-18.629013061523438,1729477652817000
-21.902040481567383,1729477652916000
-23.23587417602539,1729477653017000
-25.892887115478516,1729477653133000
-23.74173927307129,1729477653233999
-23.807331085205078,1729477653334000
-21.594635009765625,1729477653433999
-23.213594436645508,1729477653534000
-24.353532791137695,1729477653649999
-25.657939910888672,1729477653751000
-25.3678035736084,1729477653851000
-20.79550552368164,1729477653951000
-17.261226654052734,1729477654051000
-18.935495376586914,1729477654151000
-21.056224822998047,1729477654251000
-21.95085334777832,1729477654351000
-23.894153594970703,1729477654451000
-25.574153900146484,1729477654551000
-15.14391040802002,1729477654651000
-17.903959274291992,1729477654752000
-19.695161819458008,1729477654852000
-21.464094161987305,1729477654952000
-22.925642013549805,1729477655052000
-16.924365997314453,1729477655152000
-7.265456199645996,1729477655257999
-3.4336531162261963,1729477655368000
-4.113833904266357,1729477655468000
-2.9027822017669678,1729477655569000
-4.79905366897583,1729477655669000
-8.114181518554688,1729477655769000
-11.318599700927734,1729477655869000
-13.234574317932129,1729477655969000
-9.850631713867188,1729477656069000
-6.985070705413818,1729477656169000
-3.3289597034454346,1729477656269000
-6.450963497161865,1729477656369000
-7.213446617126465,1729477656470000
-9.604719161987305,1729477656569000
-12.59412956237793,1729477656670000
-12.127242088317871,1729477656769999
-3.8758153915405273,1729477656870000
-6.916370391845703,1729477656985999
-7.784409046173096,1729477657086000
-6.940306663513184,1729477657187000
-10.498205184936523,1729477657287000
-12.222061157226562,1729477657387000
-9.232208251953125,1729477657504000
-10.940726280212402,1729477657603000
-10.245010375976562,1729477657704000
-5.1970624923706055,1729477657804000
-8.33764362335205,1729477657921000
-9.412887573242188,1729477658021000
-7.011342525482178,1729477658121000
-9.004549026489258,1729477658221000
-11.782748222351074,1729477658321000
-14.215418815612793,1729477658421000
-15.268916130065918,1729477658521000
-14.340786933898926,1729477658621000
-16.1053524017334,1729477658721000
-17.88524627685547,1729477658821000
-16.87057876586914,1729477658921000
-17.48880386352539,1729477659021000
-19.272705078125,1729477659121999
-17.084577560424805,1729477659222000
-18.45694923400879,1729477659321999
-15.132803916931152,1729477659422000
-17.514379501342773,1729477659521999
-17.716190338134766,1729477659639000
-15.675868034362793,1729477659740000
-15.085539817810059,1729477659856000
-13.423373222351074,1729477659956000
-15.031879425048828,1729477660057999
-14.508413314819336,1729477660173000
-12.729004859924316,1729477660273000
-13.219132423400879,1729477660373000
-12.162879943847656,1729477660473000
-10.496095657348633,1729477660573000
-12.8941011428833,1729477660673000
-14.303984642028809,1729477660790000
-14.551369667053223,1729477660889999
-15.167383193969727,1729477660990000
-17.225210189819336,1729477661089999
-16.730693817138672,1729477661207000
-14.724574089050293,1729477661307000
-16.023258209228516,1729477661407000
-17.65990447998047,1729477661507000
-14.78778076171875,1729477661624000
-15.639208793640137,1729477661724000
-15.89465618133545,1729477661823000
-17.009281158447266,1729477661924000
-15.42116641998291,1729477662024000
-15.630555152893066,1729477662124000
-16.091224670410156,1729477662224000
-17.565017700195312,1729477662324000
-13.929671287536621,1729477662425000
-15.324710845947266,1729477662525000
-15.655182838439941,1729477662625000
-11.831121444702148,1729477662725000
-13.655938148498535,1729477662825000
-12.714202880859375,1729477662925000
-10.635170936584473,1729477663025000
-11.0891695022583,1729477663125000
-13.596334457397461,1729477663225000
-12.9186372756958,1729477663325000
-15.121344566345215,1729477663441999
-15.28331184387207,1729477663542000
-13.596253395080566,1729477663641999
-15.526028633117676,1729477663742000
-10.786412239074707,1729477663841999
-13.712076187133789,1729477663959000
-6.754881381988525,1729477664059000
-9.210214614868164,1729477664159000
-12.574295997619629,1729477664259000
-9.272088050842285,1729477664376000
-8.049127578735352,1729477664476000
-10.7914457321167,1729477664576000
-5.760898113250732,1729477664693000
-6.198602199554443,1729477664793000
-1.7321641445159912,1729477664893000
-5.463395595550537,1729477664992000
-3.6349024772644043,1729477665093000
