z,y,x,time
0.10050035562515258,-0.04335924925506115,0.2537961896315217,1727793982197697
0.17365268559753894,0.034166473495960234,0.15702888305485246,1727793982207702
0.11187690516412258,0.04905483054816723,-0.019876520728319882,1727793982217707
-0.009286299261450767,0.020629531052708625,-0.1871913816064596,1727793982227712
-0.10313011960685252,-0.027988077121973036,-0.20952888562083244,1727793982237717
-0.14876140544712543,-0.08887713784873486,-0.1136208262220025,1727793982247723
-0.10253098466992377,-0.09182079008519649,-0.017387626522034405,1727793982257728
-0.0006628478229045867,-0.09025134881138801,-0.011243278548121452,1727793982267733
0.06349895096421242,-0.14273732285201549,-0.12236994986683129,1727793982277738
0.10463350990712642,-0.218339968585968,-0.22527882793843745,1727793982287743
0.15502105036377906,-0.21403730295598505,-0.27642361650317904,1727793982297749
0.1506406433224678,-0.13665712615549563,-0.2708015388377011,1727793982307754
0.03830898012816906,-0.08838555493950843,-0.23807503501698374,1727793982317759
-0.02551438048481941,0.018586627048254013,-0.11759396763667464,1727793982327764
-0.10461889685988425,0.10678571950495243,0.0437079165622592,1727793982337769
-0.19280279174745082,-0.0033715222597122192,-0.017036767257750034,1727793982347775
-0.16756839724779127,0.029465163937211034,-0.044111967318505044,1727793982357780
-0.20653028832674025,0.041514498171210286,-0.024765461813658473,1727793982367785
-0.24364859736561773,0.03985504052639007,-0.020498452018946407,1727793982377790
-0.22237141605913638,0.023939093992114066,0.01047521678507328,1727793982387795
-0.10615618942975998,0.06704641431272029,0.049153322486579415,1727793982397802
-0.04498188202083111,0.10300210931301117,0.08199512325003742,1727793982407807
-0.006327449455857276,-0.07942132723927497,-0.1083618827804923,1727793982417812
-0.0101040453851223,0.07912672820687293,-0.014528729959577321,1727793982427817
-0.00016834230422973633,0.16684125201702116,0.08358385374620557,1727793982437822
-0.08904138849973678,0.20227029279470443,0.13952157567590473,1727793982447827
-0.18753917213082313,0.032280805879831315,-0.00734597884863615,1727793982457832
-0.24188860195577144,-0.03428630048334598,-0.08281462293937802,1727793982467837
-0.48686289496719837,-0.1446586463034153,-0.1542583954282105,1727793982477842
-0.41901393209993837,0.08732581675350666,-0.06851604847386479,1727793982487848
-0.29627134952843187,0.4159235648691654,0.12605273003280162,1727793982497853
-0.11809563354849814,0.7780009732604026,0.2784909242965281,1727793982507858
-0.17037760944962502,0.7819020723521709,0.14314327330440282,1727793982517864
0.007602291697263717,0.7870686613351107,-0.006218728384375572,1727793982527869
0.16372750391066074,0.6152215638548135,-0.09327157341539859,1727793982537874
0.09018120618462562,0.32404490711688994,-0.09590075287520886,1727793982547880
-0.1475549522668123,0.0901952347099781,-0.045585693132877345,1727793982557885
-0.20750059466361997,-0.024371640190482137,-0.006715133599191903,1727793982567890
-0.22531857542693615,-0.18409283106923102,-0.07800356939584016,1727793982577895
-0.24750410374999046,-0.3739876264154911,-0.27664427351653575,1727793982587901
-0.08580079914331436,-0.6021732817113399,-0.5705338424749672,1727793982597906
0.18350480204820632,-0.8003852390259504,-0.8858686427831649,1727793982607911
0.5594464851409197,-0.618452800861001,-0.8387050328090786,1727793982617916
0.8281441835671662,-0.27145547270178794,-0.6059054539769888,1727793982627921
0.8758698113381862,-0.11254442916214466,-0.49928851516768336,1727793982637927
0.7313105337560176,-0.03561141160726547,-0.4628111343808472,1727793982647932
0.3836374982923269,0.12062310619950294,-0.36164135506153106,1727793982657937
-0.13812486062049864,0.3532745087325573,-0.1650673742122948,1727793982667942
-0.6094114162713289,0.5207739323973656,0.043079263269901275,1727793982677947
-0.6510580163896084,0.7478864055037499,0.2336659864030778,1727793982687953
-0.31552316248714923,0.7047364150851965,0.21771730664297936,1727793982697958
0.23273791177272796,0.40118601446449753,0.14297478486970067,1727793982707963
1.007951884663105,0.27768939865529535,-0.265567583706975,1727793982717968
1.2659329587638377,0.1260316872447729,0.28497487948834893,1727793982727973
1.3976350928604602,-0.19138474164307118,0.6022672436051071,1727793982737979
1.496158010932803,-0.3499731290996074,0.332031668087095,1727793982747984
1.2798977712303399,-0.6053314534813166,-0.08399272680804133,1727793982757989
0.9663386022925377,-0.5473936437755823,-0.2614958042234182,1727793982767994
0.5058920050859451,-0.3644353696942329,-0.445578844550997,1727793982777999
0.03809212250709534,-0.2725888606458902,-0.8181292777702212,1727793982788005
0.012116554251313208,-0.3570896831065416,-1.0151926495715975,1727793982798010
0.01530979733467102,-0.2782581384539604,-1.112225182955712,1727793982808015
0.15117489632964135,-0.08437690382003783,-0.8163054233439266,1727793982818020
0.2877905214309692,0.1817898148238659,-0.4261478756330907,1727793982828025
0.44358840138614175,0.3007318360686302,-0.060761927215754984,1727793982838031
0.5202525388717651,0.26288053658008576,0.09452676110826431,1727793982848036
0.3872270472168922,0.2514806061655283,0.2583005153134465,1727793982858041
0.2881903344035148,0.2885726117193699,0.5634572551522403,1727793982868046
0.17398761664032936,0.3412929790377617,0.7634882445875555,1727793982878051
-0.030503859335184097,0.3727729899287224,0.7452024271167814,1727793982888057
-0.25120704992115495,0.42190556188821793,0.6618995822690427,1727793982898062
-0.3125707424223423,0.4844020578116178,0.4837177288092673,1727793982908067
-0.19425708220899104,0.7318044547528028,0.3655992989070713,1727793982918072
0.046636663490533824,0.6179489429920911,0.1183525309190154,1727793982928077
0.29547756880223747,0.1679115115970373,-0.3417057245571166,1727793982938083
0.42612580993175503,-0.28751930327415465,-0.8138040349822491,1727793982948088
0.45530046648979183,-0.6883043357223272,-1.1639559547148643,1727793982958093
0.43842590405642984,-0.7716957356363534,-1.2833002731502055,1727793982968098
0.5652127935826778,-0.35704058326780796,-0.9292835677482187,1727793982978103
0.7597305725544691,0.08165361633598804,-0.37320831260606646,1727793982988109
0.9141969116449356,0.32203824346959586,0.034962153918296095,1727793982998114
0.9065507808059453,0.44071956795156,0.3343640565574169,1727793983008119
0.9156272367089986,0.4329109400272369,0.4294179833449423,1727793983018124
0.9242425048410892,0.29060967050492764,0.19995500158965587,1727793983028129
0.86006609300673,0.1391121180921793,-0.2278451712951064,1727793983038135
0.9455483277201652,0.016936521753668783,-0.7436674726344644,1727793983048140
1.3384861537992954,-0.16595336326658724,-1.2266932736568152,1727793983058145
1.8953864615887401,-0.3287824570327997,-1.4765192444831132,1727793983068150
2.6972768444806334,-0.16781798809468745,-1.5683236679553985,1727793983078155
3.498202766254544,0.028294951114058494,-1.809534809041023,1727793983088161
3.6363796493232248,-0.021415128472447396,-1.205070932174474,1727793983098166
2.9165964717537163,0.28170389499366283,-0.6218450736477971,1727793983108171
1.7905431083232164,0.45360535300970073,-0.6093582247793674,1727793983118176
0.7295733346998691,0.1273717036768794,-0.3922036665856838,1727793983128181
0.0956324573278427,0.15508067159652708,-0.16955401810705661,1727793983138187
-0.36143501883447166,0.16651187393218278,-0.37989392784982917,1727793983148192
-0.8277999001741408,0.18954466673433779,0.05362053102850914,1727793983158197
-1.3502677770078182,0.5664966959133744,0.6041171092554927,1727793983168202
-1.9708406387627124,0.8362380581736564,0.38464842890053985,1727793983178207
-2.029217424407601,0.7618100091770291,-0.06887012260854244,1727793983188213
-1.8238386442035435,0.4900801034480333,-0.5111088629513979,1727793983198218
-1.9775351679652928,0.20627485226094722,-0.8595230721712112,1727793983208223
-2.1865783158957957,-0.015508242516219616,-0.5443552989929914,1727793983218228
-2.2090444147258994,-0.10044102665334939,-0.0213517078474164,1727793983228233
-1.8943898517668245,0.016096856059134006,0.31026918748170135,1727793983238239
-1.4626684137850998,0.05672405000180006,0.46062984481900926,1727793983248244
-1.12717213832736,0.008512684540450573,0.5272089338809252,1727793983258249
-0.8850251776963471,-0.027672727562487124,0.5347855066150426,1727793983268254
-0.7771908259212971,0.04152151243388653,0.25314766259491445,1727793983278259
-0.5934335104167461,-0.19764906273484228,-0.08178250341266394,1727793983288265
-0.7959002025663853,0.029439444974064824,-0.15047259327918291,1727793983298270
-1.2211048059999943,0.38414018711745734,-0.4233759267017245,1727793983308275
-1.6244950525104997,0.49420039824843404,-0.6397597927838563,1727793983318280
