altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed,time
44.01794595241547,-1,-1,35.66062965293767,8.595086760520935,-1,40.73531087740902,30,139.79497476417245,-1,1729477315251799
44.01755685329437,-1,-1,35.66050633979125,4.701356596946717,-1,376.38252627130953,30.0181285775247,139.79490212080006,-1,1729477330699113
43.874587434217375,-1,-1,35.66047446279822,8.451728242322844,-1,45.509542169258985,30,139.7949024899398,-1,1729477331747937
59.21953273667759,0.47521892189979553,-1,35.66027016285814,23.79667354478306,-1,14,15.592482566833496,139.79494103050357,0.36403656005859375,1729477333962717
41.558430112426464,0.46810778975486755,-1,35.660255545325825,6.135570920531933,-1,14,3,139.79493537429832,0.36403656005859375,1729477334962698
41.04299112079672,0.2922665476799011,-1,35.66024059433736,5.62013192890219,-1,9.565889485687741,3,139.79492648635477,0.07230246067047119,1729477335998678
41.17514284342513,0.2536779046058655,-1,35.66022238286931,5.752283651530597,-1,8.24447638492002,3,139.79495848729232,0.2572459578514099,1729477336998660
41.228349815165565,0.2761521637439728,25.000000126505974,35.660224217761076,5.805490623271034,72.35418146299362,7.380611024912665,3,139.79497324749187,0.6201768517494202,1729477337998641
41.222701260148625,0.2776358723640442,25.000000126505974,35.66022719067703,5.799842068254094,72.35418146299362,6.449722538148011,3,139.79498168808067,0.6821465492248535,1729477338998622
41.115806718345524,0.2792944610118866,25.000000126505974,35.660226883818844,5.692947526450993,72.35418146299362,5.6035092814527445,3,139.7949865336831,0.6201768517494202,1729477340000160
40.94850615216528,0.32628512382507324,25.000000126505974,35.66022557481646,5.525646960270748,72.35418146299362,4.890852095427251,3,139.79498902978648,0.6251274943351746,1729477341000174
40.69017890900282,0.29398098587989807,25.000000126505974,35.66022756496947,5.267319717108286,72.35418146299362,4.361242511255203,3,139.7949925324414,0.5454952120780945,1729477342000155
40.83657840709171,0.2889730930328369,25.000000126505974,35.6602213837825,5.413719215197176,72.35418146299362,4.476074743363383,3,139.7949799391665,0.5454952120780945,1729477343000169
40.70796249422752,0.26209667325019836,180,35.66021565063481,5.285103302332992,72.35418146299362,4.569317703808235,3,139.794969865688,0.1746850460767746,1729477344000183
40.632092413536,0.23992839455604553,180,35.66021116148521,5.209233221641469,72.35418146299362,4.219237028416792,3,139.79496392388805,0.053534336388111115,1729477345000167
40.63209243211895,0.3080157138848601,-1,35.660211161485314,5.209233240224421,-1,4.7486515301917605,3,139.79496392388805,0.053534336388111115,1729477346000180
